COUNTY,Store #,BusinessName,CITY,Date Range,Calendar Date,Month,Year,Consumer Sales,Licensee Sales,Store Count,Total Sales
Klamath,1127,Kalina Hardware,MALIN,TRUE,5/1/2021,5,2021,5299.7,0,1,5299.7
Klamath,1126,Martin's Food Center,MERRILL,TRUE,5/1/2021,5,2021,20706.35,483.95,1,21190.3
Lake,1223,Sagewood Grocery,CHRISTMAS VALLEY,TRUE,5/1/2021,5,2021,23309.6,119.7,1,23429.3
Lake,1058,Coyote Quick Stop,LAKEVIEW,TRUE,5/1/2021,5,2021,75341.27,6478.65,1,81819.92
Lake,1133,Silver Lake Mercantile Inc.,SILVER LAKE,TRUE,5/1/2021,5,2021,25919.09,2372.82,1,28291.91
Coos,1056,The Beverage Barn,BANDON,TRUE,6/1/2021,6,2021,152663.34,94647.35,1,247310.69
Coos,1055,Coquille Liquor Store,COQUILLE,TRUE,6/1/2021,6,2021,79694.02,7829.6,1,87523.62
Curry,1213,Cougar Lane Lodge,AGNESS,TRUE,6/1/2021,6,2021,4635.55,5197.65,1,9833.2
Curry,1057,Gold Beach Liquor and Smokes,GOLD BEACH,TRUE,6/1/2021,6,2021,77642.89,15991.65,1,93634.54
Curry,1129,Brookings Liquor Store,HARBOR,TRUE,6/1/2021,6,2021,108830.74,71466.7,1,180297.44
Curry,1285,Langlois Mountain Liquor,LANGLOIS,TRUE,6/1/2021,6,2021,18409.22,5910.2,1,24319.42
Curry,1128,Hwy 101 Liquor,PORT ORFORD,TRUE,6/1/2021,6,2021,25602.05,0,1,25602.05
Douglas,1134,Canyon Market,CANYONVILLE,TRUE,6/1/2021,6,2021,88674.61,2898.2,1,91572.81
Douglas,1065,Glendale Hardware,GLENDALE,TRUE,6/1/2021,6,2021,23706.5,0,1,23706.5
Douglas,1175,Idleyld Trading Post,IDLEYLD PARK,TRUE,6/1/2021,6,2021,31061.35,0,1,31061.35
Douglas,1130,Myrtle Creek Liquor,MYRTLE CREEK,TRUE,6/1/2021,6,2021,60729.05,436.9,1,61165.95
Douglas,1075,O L C C  #75,RIDDLE,TRUE,6/1/2021,6,2021,30031.35,6970.95,1,37002.3
Douglas,1095,Umpqua Valley Liquor Outlet,ROSEBURG,TRUE,6/1/2021,6,2021,289215.35,18528.9,1,307744.25
Douglas,1225,Garden Valley Liquor,ROSEBURG,TRUE,6/1/2021,6,2021,286101.45,117660.4,1,403761.85
Douglas,1060,Smoke Shoppe Etc.,SUTHERLIN,TRUE,6/1/2021,6,2021,136139.05,7302.1,1,143441.15
Harney,1159,The Fields Station,FIELDS,TRUE,6/1/2021,6,2021,1977.25,0,1,1977.25
Jackson,1275,Southtown Market,ASHLAND,TRUE,6/1/2021,6,2021,144258.11,2398.75,1,146656.86
Jackson,1226,Butte Falls General Store,BUTTE FALLS,TRUE,6/1/2021,6,2021,8777.3,0,1,8777.3
Jackson,1085,Central Point Liquor Store,CENTRAL POINT,TRUE,6/1/2021,6,2021,189486.83,1292.4,1,190779.23
Jackson,1026,Eagle Point Liquor Store,EAGLE POINT,TRUE,6/1/2021,6,2021,220843.49,28815.7,1,249659.19
Jackson,1277,Ray's Food Place,GOLD HILL,TRUE,6/1/2021,6,2021,52222.3,0,1,52222.3
Jackson,1080,Gary West Meats,JACKSONVILLE,TRUE,6/1/2021,6,2021,34758.66,5058.75,1,39817.41
Jackson,1276,Short Stop Market,MEDFORD,TRUE,6/1/2021,6,2021,91951.55,0,1,91951.55
Jackson,1174,Southside Liquor,MEDFORD,TRUE,6/1/2021,6,2021,286953.45,91328.7,1,378282.15
Jackson,1210,West Main Spirits,MEDFORD,TRUE,6/1/2021,6,2021,245049.57,71139.75,1,316189.32
Jackson,1131,North Medford Liquor Store,MEDFORD,TRUE,6/1/2021,6,2021,376447.89,34283.35,1,410731.24
Jackson,1217,Spirits World,MEDFORD,TRUE,6/1/2021,6,2021,283333.03,67754.5,1,351087.53
Jackson,1168,Prospect Store,PROSPECT,TRUE,6/1/2021,6,2021,16192.55,1428.45,1,17621
Jackson,1050,Rogue River Spirits,ROGUE RIVER,TRUE,6/1/2021,6,2021,100072.95,11071.65,1,111144.6
Jackson,1047,Shady Cove Market,SHADY COVE,TRUE,6/1/2021,6,2021,75945.05,14779.9,1,90724.95
Jackson,1232,Talent Market and Liquor,TALENT,TRUE,6/1/2021,6,2021,143668.15,36733.25,1,180401.4
Josephine,1138,Cave Junction Liquor,CAVE JUNCTION,TRUE,6/1/2021,6,2021,99845.6,12336.65,1,112182.25
Josephine,1076,Grants Pass Liquor,GRANTS PASS,TRUE,6/1/2021,6,2021,424747.81,124340.95,1,549088.76
Josephine,1278,Ray's Food Place,GRANTS PASS,TRUE,6/1/2021,6,2021,97670.09,1833.15,1,99503.24
Josephine,1254,Hidden Valley Market,GRANTS PASS,TRUE,6/1/2021,6,2021,62335.53,1366.5,1,63702.03
Josephine,1214,Plaza Liquor,GRANTS PASS,TRUE,6/1/2021,6,2021,365585.49,66091.05,1,431676.54
Josephine,1279,Ray's Food Place,SELMA,TRUE,6/1/2021,6,2021,47813.31,6290.45,1,54103.76
Klamath,1044,Bly Liquor,BLY,TRUE,6/1/2021,6,2021,4229.75,0,1,4229.75
Klamath,1111,Bonanza Mercantile,BONANZA,TRUE,6/1/2021,6,2021,24251.74,1791.3,1,26043.04
Klamath,1084,Clyde's Market,CHILOQUIN,TRUE,6/1/2021,6,2021,53712.65,0,1,53712.65
Klamath,1224,The Keno Store,KENO,TRUE,6/1/2021,6,2021,23087.5,0,1,23087.5
Klamath,1152,Klamath Falls Downtown,KLAMATH FALLS,TRUE,6/1/2021,6,2021,151420.56,30429.1,1,181849.66
Klamath,1235,Odessa Market,KLAMATH FALLS,TRUE,6/1/2021,6,2021,5472.78,67.05,1,5539.83
Klamath,1248,The Market @ The Running Y,KLAMATH FALLS,TRUE,6/1/2021,6,2021,24131.97,18724.2,1,42856.17
Klamath,1030,Eastside Liquor Store,KLAMATH FALLS,TRUE,6/1/2021,6,2021,389810.57,53374.8,1,443185.37
Klamath,1127,Kalina Hardware,MALIN,TRUE,6/1/2021,6,2021,5900.75,0,1,5900.75
Klamath,1126,Martin's Food Center,MERRILL,TRUE,6/1/2021,6,2021,19315.05,1157.05,1,20472.1
Lake,1223,Sagewood Grocery,CHRISTMAS VALLEY,TRUE,6/1/2021,6,2021,21579.8,91.75,1,21671.55
Lake,1058,Coyote Quick Stop,LAKEVIEW,TRUE,6/1/2021,6,2021,68039.77,6999.6,1,75039.37
Lake,1037,Paisley Mercantile,PAISLEY,TRUE,6/1/2021,6,2021,3373.75,0,1,3373.75
Lake,1133,Silver Lake Mercantile Inc.,SILVER LAKE,TRUE,6/1/2021,6,2021,8567.72,371.1,1,8938.82
Coos,1056,The Beverage Barn,BANDON,TRUE,7/1/2021,7,2021,173174.01,107261.05,1,280435.06
Coos,1055,Coquille Liquor Store,COQUILLE,TRUE,7/1/2021,7,2021,81556.75,8499,1,90055.75
Coos,1031,Powers Market,POWERS,TRUE,7/1/2021,7,2021,13522.05,894.6,1,14416.65
Curry,1213,Cougar Lane Lodge,AGNESS,TRUE,7/1/2021,7,2021,8704.14,8246.75,1,16950.89
Curry,1057,Gold Beach Liquor and Smokes,GOLD BEACH,TRUE,7/1/2021,7,2021,93383.82,20575.35,1,113959.17
Curry,1129,Brookings Liquor Store,HARBOR,TRUE,7/1/2021,7,2021,124321.41,78283.8,1,202605.21
Curry,1285,Langlois Mountain Liquor,LANGLOIS,TRUE,7/1/2021,7,2021,21531.53,8610.65,1,30142.18
Curry,1128,Hwy 101 Liquor,PORT ORFORD,TRUE,7/1/2021,7,2021,35374.4,0,1,35374.4
Douglas,1134,Canyon Market,CANYONVILLE,TRUE,7/1/2021,7,2021,98140.91,1876.25,1,100017.16
Douglas,1065,Glendale Hardware,GLENDALE,TRUE,7/1/2021,7,2021,21642.6,311.05,1,21953.65
Douglas,1175,Idleyld Trading Post,IDLEYLD PARK,TRUE,7/1/2021,7,2021,36479.9,0,1,36479.9
Douglas,1130,Myrtle Creek Liquor,MYRTLE CREEK,TRUE,7/1/2021,7,2021,61433.64,2970.05,1,64403.69
Douglas,1075,O L C C  #75,RIDDLE,TRUE,7/1/2021,7,2021,31924.97,8317.45,1,40242.42
Douglas,1095,Umpqua Valley Liquor Outlet,ROSEBURG,TRUE,7/1/2021,7,2021,300013.15,18849.6,1,318862.75
Douglas,1225,Garden Valley Liquor,ROSEBURG,TRUE,7/1/2021,7,2021,305587.56,118140.95,1,423728.51
Douglas,1060,Smoke Shoppe Etc.,SUTHERLIN,TRUE,7/1/2021,7,2021,151437.28,6456.35,1,157893.63
Douglas,1029,Hometown Liquor & Company Stor,WINSTON,TRUE,7/1/2021,7,2021,155545.55,17545.55,1,173091.1
Harney,1159,The Fields Station,FIELDS,TRUE,7/1/2021,7,2021,1925.8,0,1,1925.8
Jackson,1012,Ashland Liquor,ASHLAND,TRUE,7/1/2021,7,2021,138117.45,130118.5,1,268235.95
Jackson,1275,Southtown Market,ASHLAND,TRUE,7/1/2021,7,2021,150202.94,4809,1,155011.94
Jackson,1226,Butte Falls General Store,BUTTE FALLS,TRUE,7/1/2021,7,2021,9880.55,0,1,9880.55
Jackson,1085,Central Point Liquor Store,CENTRAL POINT,TRUE,7/1/2021,7,2021,193825.29,1070.65,1,194895.94
Jackson,1026,Eagle Point Liquor Store,EAGLE POINT,TRUE,7/1/2021,7,2021,227843.76,28172,1,256015.76
Jackson,1277,Ray's Food Place,GOLD HILL,TRUE,7/1/2021,7,2021,53522.72,0,1,53522.72
Jackson,1080,Gary West Meats,JACKSONVILLE,TRUE,7/1/2021,7,2021,37123.68,5519,1,42642.68
Jackson,1276,Short Stop Market,MEDFORD,TRUE,7/1/2021,7,2021,102440.3,0,1,102440.3
Jackson,1174,Southside Liquor,MEDFORD,TRUE,7/1/2021,7,2021,297025.6,101618.09,1,398643.69
Jackson,1210,West Main Spirits,MEDFORD,TRUE,7/1/2021,7,2021,260147.62,66608.9,1,326756.52
Jackson,1131,North Medford Liquor Store,MEDFORD,TRUE,7/1/2021,7,2021,381743.75,40187.4,1,421931.15
Jackson,1217,Spirits World,MEDFORD,TRUE,7/1/2021,7,2021,293310.42,107970,1,401280.42
Jackson,1168,Prospect Store,PROSPECT,TRUE,7/1/2021,7,2021,17915.8,2264.8,1,20180.6
Jackson,1050,Rogue River Spirits,ROGUE RIVER,TRUE,7/1/2021,7,2021,112934.86,11970.4,1,124905.26
Jackson,1047,Shady Cove Market,SHADY COVE,TRUE,7/1/2021,7,2021,79005.14,18760.4,1,97765.54
Jackson,1232,Talent Market and Liquor,TALENT,TRUE,7/1/2021,7,2021,151506.99,51837.15,1,203344.14
Josephine,1138,Cave Junction Liquor,CAVE JUNCTION,TRUE,7/1/2021,7,2021,108095.05,17162.85,1,125257.9
Josephine,1076,Grants Pass Liquor,GRANTS PASS,TRUE,7/1/2021,7,2021,434656.67,145900.95,1,580557.62
Josephine,1278,Ray's Food Place,GRANTS PASS,TRUE,7/1/2021,7,2021,107776.52,1051.65,1,108828.17
Josephine,1254,Hidden Valley Market,GRANTS PASS,TRUE,7/1/2021,7,2021,67858.03,1196.5,1,69054.53
Josephine,1214,Plaza Liquor,GRANTS PASS,TRUE,7/1/2021,7,2021,378803.9,78072.5,1,456876.4
Josephine,1279,Ray's Food Place,SELMA,TRUE,7/1/2021,7,2021,54499.97,7106.9,1,61606.87
Klamath,1044,Bly Liquor,BLY,TRUE,7/1/2021,7,2021,5623.9,0,1,5623.9
Klamath,1111,Bonanza Mercantile,BONANZA,TRUE,7/1/2021,7,2021,25350.2,1494,1,26844.2
Klamath,1084,Clyde's Market,CHILOQUIN,TRUE,7/1/2021,7,2021,41161.75,0,1,41161.75
Klamath,1224,The Keno Store,KENO,TRUE,7/1/2021,7,2021,24818,0,1,24818
Klamath,1152,Klamath Falls Downtown,KLAMATH FALLS,TRUE,7/1/2021,7,2021,159136.4,30563.95,1,189700.35
Klamath,1235,Odessa Market,KLAMATH FALLS,TRUE,7/1/2021,7,2021,5013.1,636.7,1,5649.8
Klamath,1248,The Market @ The Running Y,KLAMATH FALLS,TRUE,7/1/2021,7,2021,28068.05,27181.05,1,55249.1
Klamath,1030,Eastside Liquor Store,KLAMATH FALLS,TRUE,7/1/2021,7,2021,412768.13,64739.45,1,477507.58
Klamath,1127,Kalina Hardware,MALIN,TRUE,7/1/2021,7,2021,5674.25,0,1,5674.25
Klamath,1126,Martin's Food Center,MERRILL,TRUE,7/1/2021,7,2021,18815.2,843.25,1,19658.45
Lake,1223,Sagewood Grocery,CHRISTMAS VALLEY,TRUE,7/1/2021,7,2021,20778.16,126.75,1,20904.91
Lake,1058,Coyote Quick Stop,LAKEVIEW,TRUE,7/1/2021,7,2021,71309,6931.65,1,78240.65
Lake,1037,Paisley Mercantile,PAISLEY,TRUE,7/1/2021,7,2021,3045.85,0,1,3045.85
Lake,1133,Silver Lake Mercantile Inc.,SILVER LAKE,TRUE,7/1/2021,7,2021,8623.45,1489.95,1,10113.4
Coos,1056,The Beverage Barn,BANDON,TRUE,8/1/2021,8,2021,166053.61,116989.55,1,283043.16
Coos,1055,Coquille Liquor Store,COQUILLE,TRUE,8/1/2021,8,2021,77272.75,8165.05,1,85437.8
Coos,1043,M P Liquor & Smokes Store,MYRTLE POINT,TRUE,8/1/2021,8,2021,46801.25,4972.8,1,51774.05
Coos,1031,Powers Market,POWERS,TRUE,8/1/2021,8,2021,10626.55,0,1,10626.55
Curry,1213,Cougar Lane Lodge,AGNESS,TRUE,8/1/2021,8,2021,7108.15,8529.4,1,15637.55
Curry,1057,Gold Beach Liquor and Smokes,GOLD BEACH,TRUE,8/1/2021,8,2021,88375.83,21188.2,1,109564.03
Curry,1129,Brookings Liquor Store,HARBOR,TRUE,8/1/2021,8,2021,117562.62,68335,1,185897.62
Curry,1285,Langlois Mountain Liquor,LANGLOIS,TRUE,8/1/2021,8,2021,20172.69,5376,1,25548.69
Curry,1128,Hwy 101 Liquor,PORT ORFORD,TRUE,8/1/2021,8,2021,33425.45,1266.1,1,34691.55
Douglas,1134,Canyon Market,CANYONVILLE,TRUE,8/1/2021,8,2021,97995.2,1881.1,1,99876.3
Douglas,1065,Glendale Hardware,GLENDALE,TRUE,8/1/2021,8,2021,21016.4,0,1,21016.4
Douglas,1175,Idleyld Trading Post,IDLEYLD PARK,TRUE,8/1/2021,8,2021,23150.7,0,1,23150.7
Douglas,1130,Myrtle Creek Liquor,MYRTLE CREEK,TRUE,8/1/2021,8,2021,33558.95,1070.9,1,34629.85
Douglas,1075,O L C C  #75,RIDDLE,TRUE,8/1/2021,8,2021,36798.9,8078.75,1,44877.65
Douglas,1095,Umpqua Valley Liquor Outlet,ROSEBURG,TRUE,8/1/2021,8,2021,288729.64,12199.75,1,300929.39
Douglas,1225,Garden Valley Liquor,ROSEBURG,TRUE,8/1/2021,8,2021,278687.75,98860.3,1,377548.05
Douglas,1060,Smoke Shoppe Etc.,SUTHERLIN,TRUE,8/1/2021,8,2021,122528.06,5637.95,1,128166.01
Harney,1159,The Fields Station,FIELDS,TRUE,8/1/2021,8,2021,1456.15,0,1,1456.15
Jackson,1012,Ashland Liquor,ASHLAND,TRUE,8/1/2021,8,2021,120595.35,100148.95,1,220744.3
Jackson,1275,Southtown Market,ASHLAND,TRUE,8/1/2021,8,2021,133719.55,1137.5,1,134857.05
Jackson,1226,Butte Falls General Store,BUTTE FALLS,TRUE,8/1/2021,8,2021,8839.05,0,1,8839.05
Jackson,1085,Central Point Liquor Store,CENTRAL POINT,TRUE,8/1/2021,8,2021,188994.36,573.95,1,189568.31
Jackson,1277,Ray's Food Place,GOLD HILL,TRUE,8/1/2021,8,2021,55540.4,0,1,55540.4
Jackson,1080,Gary West Meats,JACKSONVILLE,TRUE,8/1/2021,8,2021,33566.4,4902.01,1,38468.41
Jackson,1276,Short Stop Market,MEDFORD,TRUE,8/1/2021,8,2021,90367.65,0,1,90367.65
Jackson,1174,Southside Liquor,MEDFORD,TRUE,8/1/2021,8,2021,269253.36,89164.8,1,358418.16
Jackson,1210,West Main Spirits,MEDFORD,TRUE,8/1/2021,8,2021,234002.41,56034.8,1,290037.21
Jackson,1131,North Medford Liquor Store,MEDFORD,TRUE,8/1/2021,8,2021,348781.21,30165.3,1,378946.51
Jackson,1217,Spirits World,MEDFORD,TRUE,8/1/2021,8,2021,277082.36,76004.2,1,353086.56
Jackson,1168,Prospect Store,PROSPECT,TRUE,8/1/2021,8,2021,16196.45,1439.95,1,17636.4
Jackson,1050,Rogue River Spirits,ROGUE RIVER,TRUE,8/1/2021,8,2021,115868.6,7632.9,1,123501.5
Jackson,1047,Shady Cove Market,SHADY COVE,TRUE,8/1/2021,8,2021,75986.15,16750.9,1,92737.05
Jackson,1232,Talent Market and Liquor,TALENT,TRUE,8/1/2021,8,2021,142685.16,27614.45,1,170299.61
Josephine,1138,Cave Junction Liquor,CAVE JUNCTION,TRUE,8/1/2021,8,2021,96472,11369.35,1,107841.35
Josephine,1076,Grants Pass Liquor,GRANTS PASS,TRUE,8/1/2021,8,2021,406017.85,114077,1,520094.85
Josephine,1278,Ray's Food Place,GRANTS PASS,TRUE,8/1/2021,8,2021,98099.66,2030.85,1,100130.51
Josephine,1254,Hidden Valley Market,GRANTS PASS,TRUE,8/1/2021,8,2021,67276.38,861.45,1,68137.83
Josephine,1214,Plaza Liquor,GRANTS PASS,TRUE,8/1/2021,8,2021,345899.8,62153.15,1,408052.95
Josephine,1279,Ray's Food Place,SELMA,TRUE,8/1/2021,8,2021,57476.66,7070.65,1,64547.31
Klamath,1044,Bly Liquor,BLY,TRUE,8/1/2021,8,2021,4608.35,0,1,4608.35
Klamath,1111,Bonanza Mercantile,BONANZA,TRUE,8/1/2021,8,2021,23668.71,2177.8,1,25846.51
Klamath,1084,Clyde's Market,CHILOQUIN,TRUE,8/1/2021,8,2021,40452.45,0,1,40452.45
Klamath,1224,The Keno Store,KENO,TRUE,8/1/2021,8,2021,25440.45,0,1,25440.45
Klamath,1152,Klamath Falls Downtown,KLAMATH FALLS,TRUE,8/1/2021,8,2021,150864.3,26938.65,1,177802.95
Klamath,1235,Odessa Market,KLAMATH FALLS,TRUE,8/1/2021,8,2021,3442.9,0,1,3442.9
Klamath,1248,The Market @ The Running Y,KLAMATH FALLS,TRUE,8/1/2021,8,2021,26052.06,15154.3,1,41206.36
Klamath,1030,Eastside Liquor Store,KLAMATH FALLS,TRUE,8/1/2021,8,2021,386527.44,59152,1,445679.44
Klamath,1127,Kalina Hardware,MALIN,TRUE,8/1/2021,8,2021,4835.6,0,1,4835.6
Klamath,1126,Martin's Food Center,MERRILL,TRUE,8/1/2021,8,2021,18062.95,1807.3,1,19870.25
Lake,1223,Sagewood Grocery,CHRISTMAS VALLEY,TRUE,8/1/2021,8,2021,22789.65,41.9,1,22831.55
Lake,1058,Coyote Quick Stop,LAKEVIEW,TRUE,8/1/2021,8,2021,65965.62,9127.45,1,75093.07
Lake,1133,Silver Lake Mercantile Inc.,SILVER LAKE,TRUE,8/1/2021,8,2021,8813.35,5186.55,1,13999.9
Coos,1056,The Beverage Barn,BANDON,TRUE,9/1/2021,9,2021,159754.14,111760.2,1,271514.34
Coos,1055,Coquille Liquor Store,COQUILLE,TRUE,9/1/2021,9,2021,76391.5,9422.45,1,85813.95
Curry,1213,Cougar Lane Lodge,AGNESS,TRUE,9/1/2021,9,2021,7775.95,4860.19,1,12636.14
Curry,1057,Gold Beach Liquor and Smokes,GOLD BEACH,TRUE,9/1/2021,9,2021,81808.21,18825.55,1,100633.76
Curry,1129,Brookings Liquor Store,HARBOR,TRUE,9/1/2021,9,2021,115058.83,72558.05,1,187616.88
Curry,1285,Langlois Mountain Liquor,LANGLOIS,TRUE,9/1/2021,9,2021,20454.85,5792.8,1,26247.65
Curry,1128,Hwy 101 Liquor,PORT ORFORD,TRUE,9/1/2021,9,2021,29195.55,836.1,1,30031.65
Douglas,1134,Canyon Market,CANYONVILLE,TRUE,9/1/2021,9,2021,85782.34,1658.85,1,87441.19
Douglas,1065,Glendale Hardware,GLENDALE,TRUE,9/1/2021,9,2021,24300.05,0,1,24300.05
Douglas,1175,Idleyld Trading Post,IDLEYLD PARK,TRUE,9/1/2021,9,2021,28577.35,0,1,28577.35
Douglas,1130,Myrtle Creek Liquor,MYRTLE CREEK,TRUE,9/1/2021,9,2021,53247.75,999.6,1,54247.35
Douglas,1075,O L C C  #75,RIDDLE,TRUE,9/1/2021,9,2021,29395,11413.85,1,40808.85
Douglas,1095,Umpqua Valley Liquor Outlet,ROSEBURG,TRUE,9/1/2021,9,2021,265823.45,15059.25,1,280882.7
Douglas,1225,Garden Valley Liquor,ROSEBURG,TRUE,9/1/2021,9,2021,286330.23,110309.5,1,396639.73
Douglas,1060,Smoke Shoppe Etc.,SUTHERLIN,TRUE,9/1/2021,9,2021,136869.85,6296.45,1,143166.3
Harney,1159,The Fields Station,FIELDS,TRUE,9/1/2021,9,2021,1334.85,0,1,1334.85
Jackson,1275,Southtown Market,ASHLAND,TRUE,9/1/2021,9,2021,130155.39,3493.3,1,133648.69
Jackson,1226,Butte Falls General Store,BUTTE FALLS,TRUE,9/1/2021,9,2021,8963.5,0,1,8963.5
Jackson,1085,Central Point Liquor Store,CENTRAL POINT,TRUE,9/1/2021,9,2021,183299.92,347.4,1,183647.32
Jackson,1026,Eagle Point Liquor Store,EAGLE POINT,TRUE,9/1/2021,9,2021,215137.55,24981,1,240118.55
Jackson,1277,Ray's Food Place,GOLD HILL,TRUE,9/1/2021,9,2021,51762.1,0,1,51762.1
Jackson,1080,Gary West Meats,JACKSONVILLE,TRUE,9/1/2021,9,2021,33473.21,3468.4,1,36941.61
Jackson,1276,Short Stop Market,MEDFORD,TRUE,9/1/2021,9,2021,92310.15,0,1,92310.15
Jackson,1174,Southside Liquor,MEDFORD,TRUE,9/1/2021,9,2021,260546.81,93046.65,1,353593.46
Jackson,1210,West Main Spirits,MEDFORD,TRUE,9/1/2021,9,2021,243010,63193,1,306203
Jackson,1131,North Medford Liquor Store,MEDFORD,TRUE,9/1/2021,9,2021,349864.31,53276.45,1,403140.76
Jackson,1217,Spirits World,MEDFORD,TRUE,9/1/2021,9,2021,279106.37,81762.2,1,360868.57
Jackson,1168,Prospect Store,PROSPECT,TRUE,9/1/2021,9,2021,16558.2,1329.85,1,17888.05
Jackson,1047,Shady Cove Market,SHADY COVE,TRUE,9/1/2021,9,2021,68474.64,13850.98,1,82325.62
Jackson,1232,Talent Market and Liquor,TALENT,TRUE,9/1/2021,9,2021,133919.53,32501.7,1,166421.23
Josephine,1138,Cave Junction Liquor,CAVE JUNCTION,TRUE,9/1/2021,9,2021,102423.1,18936,1,121359.1
Josephine,1076,Grants Pass Liquor,GRANTS PASS,TRUE,9/1/2021,9,2021,424581.13,143272.1,1,567853.23
Josephine,1278,Ray's Food Place,GRANTS PASS,TRUE,9/1/2021,9,2021,92435.96,1343.4,1,93779.36
Josephine,1254,Hidden Valley Market,GRANTS PASS,TRUE,9/1/2021,9,2021,62874.94,912.85,1,63787.79
Josephine,1214,Plaza Liquor,GRANTS PASS,TRUE,9/1/2021,9,2021,339823.48,71989.4,1,411812.88
Josephine,1279,Ray's Food Place,SELMA,TRUE,9/1/2021,9,2021,49851.82,5961.55,1,55813.37
Klamath,1044,Bly Liquor,BLY,TRUE,9/1/2021,9,2021,5772.75,0,1,5772.75
Klamath,1111,Bonanza Mercantile,BONANZA,TRUE,9/1/2021,9,2021,23475,1255.4,1,24730.4
Klamath,1084,Clyde's Market,CHILOQUIN,TRUE,9/1/2021,9,2021,36864.55,0,1,36864.55
Klamath,1224,The Keno Store,KENO,TRUE,9/1/2021,9,2021,23496.45,0,1,23496.45
Klamath,1152,Klamath Falls Downtown,KLAMATH FALLS,TRUE,9/1/2021,9,2021,148473.87,25562.2,1,174036.07
Klamath,1235,Odessa Market,KLAMATH FALLS,TRUE,9/1/2021,9,2021,3361.65,0,1,3361.65
Klamath,1248,The Market @ The Running Y,KLAMATH FALLS,TRUE,9/1/2021,9,2021,24747.85,17929.9,1,42677.75
Klamath,1030,Eastside Liquor Store,KLAMATH FALLS,TRUE,9/1/2021,9,2021,379094.55,60325.4,1,439419.95
Klamath,1127,Kalina Hardware,MALIN,TRUE,9/1/2021,9,2021,5768.15,0,1,5768.15
Klamath,1126,Martin's Food Center,MERRILL,TRUE,9/1/2021,9,2021,18346.3,1298.4,1,19644.7
Lake,1223,Sagewood Grocery,CHRISTMAS VALLEY,TRUE,9/1/2021,9,2021,20466,81.8,1,20547.8
Lake,1058,Coyote Quick Stop,LAKEVIEW,TRUE,9/1/2021,9,2021,75595.92,13945.25,1,89541.17
Lake,1037,Paisley Mercantile,PAISLEY,TRUE,9/1/2021,9,2021,2830.2,0,1,2830.2
Lake,1133,Silver Lake Mercantile Inc.,SILVER LAKE,TRUE,9/1/2021,9,2021,7129.45,19.95,1,7149.4
Coos,1056,The Beverage Barn,BANDON,TRUE,10/1/2021,10,2021,154907.81,102085.05,1,256992.86
Coos,1055,Coquille Liquor Store,COQUILLE,TRUE,10/1/2021,10,2021,78990.45,8148.45,1,87138.9
Coos,1031,Powers Market,POWERS,TRUE,10/1/2021,10,2021,10407.7,733.7,1,11141.4
Curry,1213,Cougar Lane Lodge,AGNESS,TRUE,10/1/2021,10,2021,6478.5,2376.8,1,8855.3
Curry,1057,Gold Beach Liquor and Smokes,GOLD BEACH,TRUE,10/1/2021,10,2021,79340.04,19438.55,1,98778.59
Curry,1129,Brookings Liquor Store,HARBOR,TRUE,10/1/2021,10,2021,118936.27,48375.95,1,167312.22
Curry,1285,Langlois Mountain Liquor,LANGLOIS,TRUE,10/1/2021,10,2021,19199.43,6103.4,1,25302.83
Curry,1128,Hwy 101 Liquor,PORT ORFORD,TRUE,10/1/2021,10,2021,27187.86,501.15,1,27689.01
Douglas,1134,Canyon Market,CANYONVILLE,TRUE,10/1/2021,10,2021,98825.06,1503.15,1,100328.21
Douglas,1065,Glendale Hardware,GLENDALE,TRUE,10/1/2021,10,2021,26116.3,0,1,26116.3
Douglas,1175,Idleyld Trading Post,IDLEYLD PARK,TRUE,10/1/2021,10,2021,28723.78,0,1,28723.78
Douglas,1130,Myrtle Creek Liquor,MYRTLE CREEK,TRUE,10/1/2021,10,2021,61082.05,723.15,1,61805.2
Douglas,1075,O L C C  #75,RIDDLE,TRUE,10/1/2021,10,2021,32111.8,9177.3,1,41289.1
Douglas,1095,Umpqua Valley Liquor Outlet,ROSEBURG,TRUE,10/1/2021,10,2021,309526.54,14158.35,1,323684.89
Douglas,1225,Garden Valley Liquor,ROSEBURG,TRUE,10/1/2021,10,2021,295510.95,118004,1,413514.95
Douglas,1060,Smoke Shoppe Etc.,SUTHERLIN,TRUE,10/1/2021,10,2021,149582.71,6542.85,1,156125.56
Douglas,1029,Hometown Liquor & Company Stor,WINSTON,TRUE,10/1/2021,10,2021,150701.81,15129.75,1,165831.56
Harney,1159,The Fields Station,FIELDS,TRUE,10/1/2021,10,2021,2341,0,1,2341
Jackson,1012,Ashland Liquor,ASHLAND,TRUE,10/1/2021,10,2021,136725.11,121432.85,1,258157.96
Jackson,1275,Southtown Market,ASHLAND,TRUE,10/1/2021,10,2021,151426.03,3779.53,1,155205.56
Jackson,1226,Butte Falls General Store,BUTTE FALLS,TRUE,10/1/2021,10,2021,10895.25,0,1,10895.25
Jackson,1085,Central Point Liquor Store,CENTRAL POINT,TRUE,10/1/2021,10,2021,200004.32,2038.4,1,202042.72
Jackson,1026,Eagle Point Liquor Store,EAGLE POINT,TRUE,10/1/2021,10,2021,233569.55,26220.35,1,259789.9
Jackson,1277,Ray's Food Place,GOLD HILL,TRUE,10/1/2021,10,2021,54920.9,0,1,54920.9
